,FIPS,County_2012,Total Votes_2012,Democrat_2012,Republican_2012,Total Votes_2016,Democrat_2016,Republican_2016,2012,2016,Swap
1542,45083,"Spartanburg County, SC",108327,40920,65951,121090,39997,76277,-25031,-36280,0
1543,45085,"Sumter County, SC",47261,27550,19266,44086,24047,18745,8284,5302,0
1544,45087,"Union County, SC",12475,5748,6566,12092,4729,7061,-818,-2332,0
1545,45089,"Williamsburg County, SC",16282,11318,4819,15054,9953,4864,6499,5089,0
1546,45091,"York County, SC",99428,38757,59149,114357,41593,66754,-20392,-25161,0
1547,47001,"Anderson County, TN",29621,10112,18941,29881,9013,19212,-8829,-10199,0
1548,47003,"Bedford County, TN",14433,4207,10026,15355,3395,11486,-5819,-8091,0
1549,47005,"Benton County, TN",6223,2255,3850,6328,1474,4716,-1595,-3242,0
1550,47007,"Bledsoe County, TN",4359,1267,3022,4664,897,3622,-1755,-2725,0
1551,47009,"Blount County, TN",49200,12925,35417,52208,12100,37443,-22492,-25343,0
1552,47011,"Bradley County, TN",35956,8035,27417,38666,7070,29768,-19382,-22698,0
1553,47013,"Campbell County, TN",12097,3327,8602,12532,2248,9870,-5275,-7622,0
1554,47015,"Cannon County, TN",4968,1560,3308,5314,1127,4007,-1748,-2880,0
1555,47017,"Carroll County, TN",10845,3475,7219,10384,2327,7756,-3744,-5429,0
1556,47019,"Carter County, TN",20607,4786,15496,21084,3453,16898,-10710,-13445,0
1557,47021,"Cheatham County, TN",15177,4656,10266,15924,3878,11297,-5610,-7419,0
1558,47023,"Chester County, TN",6396,1622,4672,6507,1243,5081,-3050,-3838,0
1559,47025,"Claiborne County, TN",10178,2433,7617,10740,1832,8602,-5184,-6770,0
1560,47027,"Clay County, TN",2820,1037,1747,2920,707,2141,-710,-1434,0
1561,47029,"Cocke County, TN",11450,2804,8459,12126,1981,9791,-5655,-7810,0
1562,47031,"Coffee County, TN",19242,5865,13013,19971,4743,14417,-7148,-9674,0
1563,47033,"Crockett County, TN",5497,1669,3782,5397,1303,3982,-2113,-2679,0
1564,47035,"Cumberland County, TN",25244,6260,18651,26360,5202,20413,-12391,-15211,0
1565,47037,"Davidson County, TN",237372,138899,94464,249068,148864,84550,44435,64314,0
1566,47039,"Decatur County, TN",4248,1302,2873,4592,894,3588,-1571,-2694,0
1567,47041,"DeKalb County, TN",6406,2168,4134,6955,1569,5171,-1966,-3602,0
1568,47043,"Dickson County, TN",17821,6228,11287,18699,4722,13233,-5059,-8511,0
1569,47045,"Dyer County, TN",13800,3757,9921,13336,2816,10180,-6164,-7364,0
1570,47047,"Fayette County, TN",19562,6683,12682,19394,5874,13055,-5999,-7181,0
1571,47049,"Fentress County, TN",6890,1559,5240,7333,1100,6038,-3681,-4938,0
1572,47051,"Franklin County, TN",16099,5594,10252,16404,4374,11532,-4658,-7158,0
1573,47053,"Gibson County, TN",19667,6564,12883,19547,5258,13786,-6319,-8528,0
1574,47055,"Giles County, TN",10797,3759,6914,11137,2917,7970,-3155,-5053,0
1575,47057,"Grainger County, TN",7250,1668,5469,8008,1154,6626,-3801,-5472,0
1576,47059,"Greene County, TN",23937,6216,17234,23583,4216,18562,-11018,-14346,0
1577,47061,"Grundy County, TN",4217,1637,2502,4763,999,3636,-865,-2637,0
1578,47063,"Hamblen County, TN",20020,5229,14515,20692,4075,15857,-9286,-11782,0
1579,47065,"Hamilton County, TN",142320,58794,79877,142408,55316,78733,-21083,-23417,0
1580,47067,"Hancock County, TN",2046,475,1527,2231,322,1843,-1052,-1521,0
1581,47069,"Hardeman County, TN",10435,5479,4864,9273,4185,4919,615,-734,1
1582,47071,"Hardin County, TN",10495,2467,7886,9949,1622,8012,-5419,-6390,0
1583,47073,"Hawkins County, TN",19789,5086,14376,20774,3507,16648,-9290,-13141,0
1584,47075,"Haywood County, TN",7567,4567,2960,6834,3711,3013,1607,698,0
1585,47077,"Henderson County, TN",10051,2516,7418,10217,1800,8138,-4902,-6338,0
1586,47079,"Henry County, TN",12731,4337,8187,12945,3063,9508,-3850,-6445,0
1587,47081,"Hickman County, TN",7595,2693,4756,7813,1824,5695,-2063,-3871,0
1588,47083,"Houston County, TN",3027,1400,1579,3168,866,2182,-179,-1316,0
1589,47085,"Humphreys County, TN",6860,2904,3829,7153,1967,4930,-925,-2963,0
1590,47087,"Jackson County, TN",4178,1736,2380,4466,1129,3236,-644,-2107,0
1591,47089,"Jefferson County, TN",17565,4230,13037,19072,3494,14776,-8807,-11282,0
1592,47091,"Johnson County, TN",6194,1483,4611,6579,988,5410,-3128,-4422,0
1593,47093,"Knox County, TN",167330,57594,106411,180697,62878,105767,-48817,-42889,0
1594,47095,"Lake County, TN",2087,884,1163,1970,577,1357,-279,-780,0
1595,47097,"Lauderdale County, TN",8688,4010,4616,8087,3056,4884,-606,-1828,0
1596,47099,"Lawrence County, TN",15219,4237,10770,15666,2821,12420,-6533,-9599,0
1597,47101,"Lewis County, TN",4691,1445,3116,4622,890,3585,-1671,-2695,0
1598,47103,"Lincoln County, TN",13249,3283,9791,13348,2554,10398,-6508,-7844,0
1599,47105,"Loudon County, TN",22066,5057,16701,23391,4919,17610,-11644,-12691,0
1600,47111,"Macon County, TN",6904,1552,5259,7504,1072,6263,-3707,-5191,0
1601,47113,"Madison County, TN",40691,18360,21989,38120,15448,21335,-3629,-5887,0
1602,47115,"Marion County, TN",10404,3952,6268,10862,2832,7696,-2316,-4864,0
1603,47117,"Marshall County, TN",10729,3722,6823,11455,2852,8184,-3101,-5332,0
1604,47119,"Maury County, TN",32989,11819,20698,35369,10038,23799,-8879,-13761,0
1605,47107,"McMinn County, TN",17818,4603,12958,18755,3510,14691,-8355,-11181,0
1606,47109,"McNairy County, TN",9809,2643,7010,10038,1848,7841,-4367,-5993,0
1607,47121,"Meigs County, TN",3958,1163,2728,4320,856,3342,-1565,-2486,0
1608,47123,"Monroe County, TN",16320,4368,11717,17093,3186,13374,-7349,-10188,0
1609,47125,"Montgomery County, TN",55424,24349,30159,57620,21699,32341,-5810,-10642,0
1610,47127,"Moore County, TN",2799,705,2053,2926,496,2325,-1348,-1829,0
1611,47129,"Morgan County, TN",6500,1722,4668,6705,1054,5441,-2946,-4387,0
1612,47131,"Obion County, TN",12296,3320,8814,12249,2426,9526,-5494,-7100,0
1613,47133,"Overton County, TN",7657,2802,4772,8229,1945,6059,-1970,-4114,0
1614,47135,"Perry County, TN",2621,992,1578,2855,597,2167,-586,-1570,0
1615,47137,"Pickett County, TN",2446,711,1707,2615,536,2021,-996,-1485,0
1616,47139,"Polk County, TN",6059,1856,4108,6520,1252,5097,-2252,-3845,0
1617,47141,"Putnam County, TN",25479,7793,17242,27212,6851,19002,-9449,-12151,0
1618,47143,"Rhea County, TN",10578,2625,7793,11062,1942,8660,-5168,-6718,0
1619,47145,"Roane County, TN",21081,6014,14719,21669,4837,15880,-8705,-11043,0
1620,47147,"Robertson County, TN",26285,8289,17641,27113,6637,19410,-9352,-12773,0
1621,47149,"Rutherford County, TN",98816,36400,60829,107436,36706,64515,-24429,-27809,0
1622,47151,"Scott County, TN",6668,1452,5117,7123,934,6044,-3665,-5110,0
1623,47153,"Sequatchie County, TN",5141,1488,3541,5694,1053,4441,-2053,-3388,0
1624,47155,"Sevier County, TN",33856,7415,25979,36312,6297,28629,-18564,-22332,0
1625,47157,"Shelby County, TN",370749,232201,135536,337383,208992,116344,96665,92648,0
1626,47159,"Smith County, TN",7081,2467,4492,7436,1689,5494,-2025,-3805,0
1627,47161,"Stewart County, TN",5115,2069,2963,5299,1222,3864,-894,-2642,0
1628,47163,"Sullivan County, TN",59833,15303,43528,62278,12578,46979,-28225,-34401,0
1629,47165,"Sumner County, TN",65334,18571,45979,71505,18161,50129,-27408,-31968,0
1630,47167,"Tipton County, TN",23682,7020,16395,23481,5785,16910,-9375,-11125,0
1631,47169,"Trousdale County, TN",2901,1238,1610,3160,946,2103,-372,-1157,0
1632,47171,"Unicoi County, TN",7078,1909,5028,7195,1262,5671,-3119,-4409,0
1633,47173,"Union County, TN",5820,1474,4278,6247,1012,5053,-2804,-4041,0
1634,47175,"Van Buren County, TN",2298,875,1384,2419,539,1820,-509,-1281,0
1635,47177,"Warren County, TN",13008,4748,8007,13612,3535,9540,-3259,-6005,0
1636,47179,"Washington County, TN",48003,14318,32787,49750,13024,34252,-18469,-21228,0
1637,47181,"Wayne County, TN",5484,1163,4251,5857,717,5036,-3088,-4319,0
1638,47183,"Weakley County, TN",12332,3547,8601,12184,2772,9008,-5054,-6236,0
1639,47185,"White County, TN",9133,2793,6192,9825,1845,7671,-3399,-5826,0
1640,47187,"Williamson County, TN",93606,24328,68090,106271,31013,68212,-43762,-37199,0
1641,47189,"Wilson County, TN",51437,14669,36076,56734,14385,39406,-21407,-25021,0
1642,39001,"Adams County, OH",10787,3857,6691,11412,2326,8659,-2834,-6333,0
1643,39003,"Allen County, OH",46458,16869,28802,46234,13294,30487,-11933,-17193,0
1644,39005,"Ashland County, OH",23826,8083,15225,24737,5740,17493,-7142,-11753,0
1645,39007,"Ashtabula County, OH",41781,22964,17890,41180,15577,23318,5074,-7741,1
1646,39009,"Athens County, OH",26112,17268,8118,29709,16370,11354,9150,5016,0
1647,39011,"Auglaize County, OH",22838,5643,16802,23794,3980,18658,-11159,-14678,0
1648,39013,"Belmont County, OH",30876,13826,16418,31331,8785,21108,-2592,-12323,0
1649,39015,"Brown County, OH",18955,6923,11671,19682,4353,14573,-4748,-10220,0
1650,39017,"Butler County, OH",164020,59282,102226,174994,58642,106976,-42944,-48334,0
1651,39019,"Carroll County, OH",12965,5396,7177,13148,3154,9254,-1781,-6100,0
1652,39021,"Champaign County, OH",20016,7826,11852,18243,4594,12631,-4026,-8037,0
1653,39023,"Clark County, OH",62136,30022,31116,61893,23328,35205,-1094,-11877,0
1654,39025,"Clermont County, OH",93392,29334,62527,99972,26715,67518,-33193,-40803,0
1655,39027,"Clinton County, OH",17648,5534,11740,18766,4066,13838,-6206,-9772,0
1656,39029,"Columbiana County, OH",45078,19351,24778,46492,12432,31676,-5427,-19244,0
1657,39031,"Coshocton County, OH",15555,6841,8312,15659,4013,10785,-1471,-6772,0
1658,39033,"Crawford County, OH",19192,7207,11561,19329,4625,13611,-4354,-8986,0
1659,39035,"Cuyahoga County, OH",611512,420953,184475,608873,398271,184211,236478,214060,0
1660,39037,"Darke County, OH",24807,6610,17745,25601,4470,20012,-11135,-15542,0
1661,39039,"Defiance County, OH",17744,7438,9935,18349,5368,11688,-2497,-6320,0
1662,39041,"Delaware County, OH",96330,36131,58980,105639,40872,57568,-22849,-16696,0
1663,39043,"Erie County, OH",38262,20969,16655,37862,16057,19648,4314,-3591,1
1664,39045,"Fairfield County, OH",70079,28831,40134,73554,24881,44314,-11303,-19433,0
1665,39047,"Fayette County, OH",10677,4075,6456,11232,2739,7995,-2381,-5256,0
1666,39049,"Franklin County, OH",541751,325654,207941,587524,351198,199331,117713,151867,0
1667,39051,"Fulton County, OH",20757,8790,11521,21353,6069,13709,-2731,-7640,0
1668,39053,"Gallia County, OH",9534,3418,5912,13004,2628,9822,-2494,-7194,0
1669,39055,"Geauga County, OH",50125,19295,30104,50662,17569,30227,-10809,-12658,0
1670,39057,"Greene County, OH",81075,31028,48683,82937,28943,48540,-17655,-19597,0
1671,39059,"Guernsey County, OH",16403,7226,8811,16647,4359,11445,-1585,-7086,0
1672,39061,"Hamilton County, OH",402572,208508,188653,409109,215719,173665,19855,42054,0
1673,39063,"Hancock County, OH",34940,12192,22077,36234,9609,24183,-9885,-14574,0
1674,39065,"Hardin County, OH",12147,4487,7337,12354,2920,8717,-2850,-5797,0
1675,39067,"Harrison County, OH",6999,2895,3936,7105,1688,5098,-1041,-3410,0
1676,39069,"Henry County, OH",13937,5513,8111,14053,3756,9301,-2598,-5545,0
1677,39071,"Highland County, OH",17161,5772,11032,18588,3773,14020,-5260,-10247,0
1678,39073,"Hocking County, OH",12442,6010,6150,12929,3775,8497,-140,-4722,0
1679,39075,"Holmes County, OH",11355,2568,8563,11106,1788,8720,-5995,-6932,0
1680,39077,"Huron County, OH",24077,10673,12821,25002,7192,16226,-2148,-9034,0
1681,39079,"Jackson County, OH",12916,4965,7651,13776,3226,9949,-2686,-6723,0
1682,39081,"Jefferson County, OH",32327,14960,16729,32411,9675,21117,-1769,-11442,0
1683,39083,"Knox County, OH",27618,10154,16873,28927,8171,19131,-6719,-10960,0
1684,39085,"Lake County, OH",114264,55219,57150,117190,46397,64255,-1931,-17858,0
1685,39087,"Lawrence County, OH",25252,10454,14371,26789,6974,18689,-3917,-11715,0
1686,39089,"Licking County, OH",77423,32264,43604,83624,27376,51241,-11340,-23865,0
1687,39091,"Logan County, OH",20535,6789,13323,21712,4647,15957,-6534,-11310,0
1688,39093,"Lorain County, OH",138513,78112,58095,140562,66949,66818,20017,131,0
1689,39095,"Lucas County, OH",200850,129229,68100,198830,110833,75698,61129,35135,0
1690,39097,"Madison County, OH",17240,6700,10215,17421,4779,11631,-3515,-6852,0
1691,39099,"Mahoning County, OH",117571,74298,41702,115958,57381,53616,32596,3765,0
1692,39101,"Marion County, OH",26433,11933,13938,26478,7928,16961,-2005,-9033,0
1693,39103,"Medina County, OH",88849,37841,49464,92163,32182,54810,-11623,-22628,0
1694,39105,"Meigs County, OH",9979,3911,5782,10041,2260,7309,-1871,-5049,0
1695,39107,"Mercer County, OH",21161,4609,16207,21816,3384,17506,-11598,-14122,0
1696,39109,"Miami County, OH",50281,15731,33650,53094,13120,37079,-17919,-23959,0
1697,39111,"Monroe County, OH",6743,3007,3540,6853,1662,4868,-533,-3206,0
1698,39113,"Montgomery County, OH",254266,128983,121188,259876,122016,123909,7795,-1893,1
1699,39115,"Morgan County, OH",6042,2772,3136,6477,1736,4431,-364,-2695,0
1700,39117,"Morrow County, OH",15813,5780,9662,16688,3761,11948,-3882,-8187,0
1701,39119,"Muskingum County, OH",35954,16327,18826,37245,11123,24056,-2499,-12933,0
1702,39121,"Noble County, OH",5755,2082,3498,6039,1221,4549,-1416,-3328,0
1703,39123,"Ottawa County, OH",21936,11214,10323,22385,8285,12653,891,-4368,1
1704,39125,"Paulding County, OH",8912,3435,5248,9095,2093,6500,-1813,-4407,0
1705,39127,"Perry County, OH",14673,6857,7498,15101,4138,10228,-641,-6090,0
1706,39129,"Pickaway County, OH",23443,9335,13713,24912,6529,17076,-4378,-10547,0
1707,39131,"Pike County, OH",11233,5490,5535,11951,3539,7902,-45,-4363,0
1708,39133,"Portage County, OH",74029,38082,34465,76762,32397,39971,3617,-7574,1
1709,39135,"Preble County, OH",19619,6005,13202,20681,4325,15446,-7197,-11121,0
1710,39137,"Putnam County, OH",18126,4238,13563,18857,2922,14961,-9325,-12039,0
1711,39139,"Richland County, OH",55954,21785,33057,55424,16085,36590,-11272,-20505,0
1712,39141,"Ross County, OH",28961,13895,14582,30565,10356,18652,-687,-8296,0
1713,39143,"Sandusky County, OH",28192,14035,13491,28285,9929,16316,544,-6387,1
1714,39145,"Scioto County, OH",30023,14432,15023,31003,9132,20550,-591,-11418,0
1715,39147,"Seneca County, OH",24633,10962,13025,24183,7404,14825,-2063,-7421,0
1716,39149,"Shelby County, OH",23129,6065,16700,23829,4243,18590,-10635,-14347,0
1717,39151,"Stark County, OH",176620,86314,86958,176165,68146,98388,-644,-30242,0
1718,39153,"Summit County, OH",259389,147146,108700,260346,134256,112026,38446,22230,0
1719,39155,"Trumbull County, OH",98703,59446,37545,96676,43014,49024,21901,-6010,1
1720,39157,"Tuscarawas County, OH",39855,17516,21420,41606,12188,26918,-3904,-14730,0
1721,39159,"Union County, OH",24947,8546,15947,27695,7718,18096,-7401,-10378,0
1722,39161,"Van Wert County, OH",13586,3923,9433,13770,2697,10469,-5510,-7772,0
1723,39163,"Vinton County, OH",5352,2382,2798,5540,1351,3883,-416,-2532,0
1724,39165,"Warren County, OH",108008,31907,74626,118309,33730,77643,-42719,-43913,0
1725,39167,"Washington County, OH",28798,11333,16921,30137,8026,20514,-5588,-12488,0
1726,39169,"Wayne County, OH",49356,18932,29450,50217,15031,32270,-10518,-17239,0
1727,39171,"Williams County, OH",17286,7045,9863,17308,4358,11939,-2818,-7581,0
1728,39173,"Wood County, OH",61967,31596,28997,64826,27318,32498,2599,-5180,1
1729,39175,"Wyandot County, OH",10254,3962,6054,10638,2515,7468,-2092,-4953,0
1730,42001,"Adams County, PA",41973,14893,26490,47990,14219,31423,-11597,-17204,0
1731,42003,"Allegheny County, PA",614671,348151,259304,657189,367617,259480,88847,108137,0
1732,42005,"Armstrong County, PA",28322,8694,19231,31864,7178,23484,-10537,-16306,0
1733,42007,"Beaver County, PA",80015,36833,42118,84462,32531,48167,-5285,-15636,0
1734,42009,"Bedford County, PA",21444,4730,16509,23675,3645,19552,-11779,-15907,0
1735,42011,"Berks County, PA",163253,79895,80857,184085,78437,96626,-962,-18189,0
1736,42013,"Blair County, PA",47631,15516,31500,55341,13958,39135,-15984,-25177,0
1737,42015,"Bradford County, PA",22501,8291,13827,25986,6369,18141,-5536,-11772,0
1738,42017,"Bucks County, PA",319407,159598,155876,345042,167060,164361,3722,2699,0
1739,42019,"Butler County, PA",88924,28385,59416,98044,28584,64428,-31031,-35844,0
1740,42021,"Cambria County, PA",57718,23181,33464,63589,18867,42258,-10283,-23391,0
1741,42023,"Cameron County, PA",1967,677,1264,2208,531,1589,-587,-1058,0
1742,42025,"Carbon County, PA",24232,11040,12710,28993,8936,18743,-1670,-9807,0
1743,42027,"Centre County, PA",68801,33677,33697,77307,37088,35274,-20,1814,0
1744,42029,"Chester County, PA",248295,122232,123280,272998,141682,116114,-1048,25568,0
1745,42031,"Clarion County, PA",15227,4731,10228,17660,4273,12576,-5497,-8303,0
1746,42033,"Clearfield County, PA",31894,11093,20303,34550,8200,24932,-9210,-16732,0
1747,42035,"Clinton County, PA",12663,5503,6941,15505,4744,10022,-1438,-5278,0
1748,42037,"Columbia County, PA",24305,10424,13445,28506,8934,18004,-3021,-9070,0
1749,42039,"Crawford County, PA",33089,13024,19497,37813,10971,24987,-6473,-14016,0
1750,42041,"Cumberland County, PA",109964,43983,64365,123486,47085,69076,-20382,-21991,0
1751,42043,"Dauphin County, PA",122625,64209,56838,131783,64706,60863,7371,3843,0
1752,42045,"Delaware County, PA",272853,164805,105270,299336,177402,110667,59535,66735,0
1753,42047,"Elk County, PA",12425,5144,7099,14547,3853,10025,-1955,-6172,0
1754,42049,"Erie County, PA",112732,65136,46102,125129,58112,60069,19034,-1957,1
1755,42051,"Fayette County, PA",48196,21841,25845,54099,17946,34590,-4004,-16644,0
1756,42053,"Forest County, PA",2308,894,1381,2419,626,1683,-487,-1057,0
1757,42055,"Franklin County, PA",62802,18910,43072,70506,17465,49768,-24162,-32303,0
1758,42057,"Fulton County, PA",6148,1297,4780,6822,912,5694,-3483,-4782,0
1759,42059,"Greene County, PA",13726,5564,7985,15868,4482,10849,-2421,-6367,0
1760,42061,"Huntingdon County, PA",17587,5383,11953,19866,4539,14494,-6570,-9955,0
1761,42063,"Indiana County, PA",36180,14403,21187,38122,11528,24888,-6784,-13360,0
1762,42065,"Jefferson County, PA",17072,4535,12288,19595,3650,15192,-7753,-11542,0
1763,42067,"Juniata County, PA",9480,2533,6821,10545,1821,8273,-4288,-6452,0
1764,42069,"Lackawanna County, PA",97116,61309,34730,104404,51983,48384,26579,3599,0
1765,42071,"Lancaster County, PA",219677,87108,129364,244832,91093,137914,-42256,-46821,0
1766,42073,"Lawrence County, PA",38816,17427,20915,41076,14009,25428,-3488,-11419,0
1767,42075,"Lebanon County, PA",53771,18975,34010,62503,18953,40525,-15035,-21572,0
1768,42077,"Lehigh County, PA",144922,77029,66091,162733,81324,73690,10938,7634,0
1769,42079,"Luzerne County, PA",123741,63974,57969,135901,52451,78688,6005,-26237,1
1770,42081,"Lycoming County, PA",46214,15104,30490,51131,13020,35627,-15386,-22607,0
1771,42083,"McKean County, PA",15014,5260,9494,16464,4025,11635,-4234,-7610,0
1772,42085,"Mercer County, PA",48065,23082,24304,52839,18733,31544,-1222,-12811,0
1773,42087,"Mifflin County, PA",16311,4259,11893,18721,3877,14094,-7634,-10217,0
1774,42089,"Monroe County, PA",59312,33431,25100,70008,33918,33386,8331,532,0
1775,42091,"Montgomery County, PA",401787,227561,169903,438652,256082,162731,57658,93351,0
1776,42093,"Montour County, PA",7787,3026,4636,8556,2857,5288,-1610,-2431,0
1777,42095,"Northampton County, PA",125883,65014,59242,144566,66272,71736,5772,-5464,1
1778,42097,"Northumberland County, PA",31512,12392,18516,36888,9788,25427,-6124,-15639,0
1779,42099,"Perry County, PA",18240,5430,12511,21371,4632,15616,-7081,-10984,0
1780,42101,"Philadelphia County, PA",653598,557024,91840,709618,584025,108748,465184,475277,0
1781,42103,"Pike County, PA",23164,10170,12713,26284,9256,16056,-2543,-6800,0
1782,42105,"Potter County, PA",7205,1892,5199,7864,1302,6251,-3307,-4949,0
1783,42107,"Schuylkill County, PA",57505,24453,32156,63385,16770,44001,-7703,-27231,0
1784,42109,"Snyder County, PA",14962,4672,10050,16486,4002,11725,-5378,-7723,0
1785,42111,"Somerset County, PA",33875,9420,23935,36073,7376,27379,-14515,-20003,0
1786,42113,"Sullivan County, PA",2934,1028,1859,3152,750,2291,-831,-1541,0
1787,42115,"Susquehanna County, PA",17930,6891,10735,19043,5123,12891,-3844,-7768,0
1788,42117,"Tioga County, PA",15943,5053,10599,18507,3901,13614,-5546,-9713,0
1789,42119,"Union County, PA",16187,6063,9863,17696,6180,10622,-3800,-4442,0
1790,42121,"Venango County, PA",20775,7469,12928,23530,6309,16021,-5459,-9712,0
1791,42123,"Warren County, PA",16462,6768,9415,18434,5145,12477,-2647,-7332,0
1792,42125,"Washington County, PA",90078,38503,50455,102267,36322,61386,-11952,-25064,0
1793,42127,"Wayne County, PA",20966,8138,12531,24018,7008,16244,-4393,-9236,0
1794,42129,"Westmoreland County, PA",168709,63380,103429,183492,59669,116522,-40049,-56853,0
1795,42131,"Wyoming County, PA",11214,4812,6189,13255,3811,8837,-1377,-5026,0
1796,42133,"York County, PA",186394,72126,111576,208029,68524,128528,-39450,-60004,0
1797,10001,"Kent County, DE",68669,35525,32134,74729,33351,36991,3391,-3640,1
1798,10003,"New Castle County, DE",251960,167051,81226,262979,162919,85525,85825,77394,0
1799,10005,"Sussex County, DE",93215,39971,52116,106106,39333,62611,-12145,-23278,0
1800,27001,"Aitkin County, MN",9109,4412,4533,9231,3134,5516,-121,-2382,0
1801,27003,"Anoka County, MN",185714,88611,93430,185758,75500,93339,-4819,-17839,0
1802,27005,"Becker County, MN",16329,6829,9204,17222,5208,10880,-2375,-5672,0
1803,27007,"Beltrami County, MN",21949,11818,9637,21564,8688,10783,2181,-2095,1
1804,27009,"Benton County, MN",19521,8173,10849,20058,5640,12872,-2676,-7232,0
1805,27011,"Big Stone County, MN",2783,1345,1385,2755,921,1608,-40,-687,0
1806,27013,"Blue Earth County, MN",34039,18164,14916,33593,14428,15667,3248,-1239,1
1807,27015,"Brown County, MN",13882,5630,7938,13779,3763,8708,-2308,-4945,0
1808,27017,"Carlton County, MN",18356,11389,6586,18211,8460,8160,4803,300,0
1809,27019,"Carver County, MN",52747,20745,31155,55696,21508,29056,-10410,-7548,0
1810,27021,"Cass County, MN",16080,6858,8957,15999,4949,9982,-2099,-5033,0
1811,27023,"Chippewa County, MN",6176,3083,2967,6222,1978,3764,116,-1786,1
1812,27025,"Chisago County, MN",29331,12524,16227,30228,9278,18441,-3703,-9163,0
1813,27027,"Clay County, MN",28771,15210,12920,29398,12971,13543,2290,-572,1
1814,27029,"Clearwater County, MN",4183,1753,2359,4245,1100,2925,-606,-1825,0
1815,27031,"Cook County, MN",3304,1993,1221,3395,1912,1156,772,756,0
1816,27033,"Cottonwood County, MN",5848,2433,3316,5721,1678,3679,-883,-2001,0
1817,27035,"Crow Wing County, MN",34800,14760,19415,35842,10982,22287,-4655,-11305,0
1818,27037,"Dakota County, MN",230023,116252,109514,231860,110592,99864,6738,10728,0
1819,27039,"Dodge County, MN",10272,4487,5522,10654,3102,6527,-1035,-3425,0
1820,27041,"Douglas County, MN",20917,8665,11905,21785,6227,13966,-3240,-7739,0
1821,27043,"Faribault County, MN",7689,3407,4104,7412,2153,4659,-697,-2506,0
1822,27045,"Fillmore County, MN",10854,5713,4913,11055,3872,6271,800,-2399,1
1823,27047,"Freeborn County, MN",16645,9327,6970,16051,6041,8808,2357,-2767,1
1824,27049,"Goodhue County, MN",25701,12212,12986,25717,9446,14041,-774,-4595,0
1825,27051,"Grant County, MN",3471,1647,1748,3473,1105,2063,-101,-958,0
1826,27053,"Hennepin County, MN",677965,423979,240073,679977,429288,191770,183906,237518,0
1827,27055,"Houston County, MN",10422,5281,4951,10604,4145,5616,330,-1471,1
1828,27057,"Hubbard County, MN",11482,4676,6622,11505,3423,7261,-1946,-3838,0
1829,27059,"Isanti County, MN",20131,8024,11675,21016,5657,13635,-3651,-7978,0
1830,27061,"Itasca County, MN",23833,12852,10500,23880,9015,12920,2352,-3905,1
1831,27063,"Jackson County, MN",5415,2268,3044,5484,1492,3609,-776,-2117,0
1832,27065,"Kanabec County, MN",8107,3586,4319,8177,2327,5230,-733,-2903,0
1833,27067,"Kandiyohi County, MN",21403,9806,11239,21772,7266,12785,-1433,-5519,0
1834,27069,"Kittson County, MN",2405,1241,1095,2385,823,1349,146,-526,1
1835,27071,"Koochiching County, MN",6432,3451,2841,6363,2306,3569,610,-1263,1
1836,27073,"Lac qui Parle County, MN",3974,1974,1938,3860,1305,2293,36,-988,1
1837,27075,"Lake County, MN",6797,4043,2610,6521,3077,2932,1433,145,0
1838,27077,"Lake of the Woods County, MN",2220,859,1306,2242,553,1540,-447,-987,0
1839,27079,"Le Sueur County, MN",14730,6753,7714,14971,4623,9182,-961,-4559,0
1840,27081,"Lincoln County, MN",3113,1428,1594,3019,860,1931,-166,-1071,0
1841,27083,"Lyon County, MN",12334,5465,6595,12215,3825,7256,-1130,-3431,0
1842,27087,"Mahnomen County, MN",2179,1276,871,2088,930,991,405,-61,1
1843,27089,"Marshall County, MN",4335,1854,2380,4817,1225,3208,-526,-1983,0
1844,27091,"Martin County, MN",10927,4054,6657,10531,2733,7062,-2603,-4329,0
1845,27085,"McLeod County, MN",18455,6970,11069,18807,4978,12155,-4099,-7177,0
1846,27093,"Meeker County, MN",12167,4969,6913,12282,3191,8104,-1944,-4913,0
1847,27095,"Mille Lacs County, MN",13047,5829,6951,13017,3710,8340,-1122,-4630,0
1848,27097,"Morrison County, MN",16662,6153,10159,17614,3637,12925,-4006,-9288,0
1849,27099,"Mower County, MN",18471,11129,6938,17715,7437,8823,4191,-1386,1
1850,27101,"Murray County, MN",4754,2160,2504,4668,1295,2974,-344,-1679,0
1851,27103,"Nicollet County, MN",18285,9652,8214,18097,7886,8437,1438,-551,1
1852,27105,"Nobles County, MN",8493,3793,4581,8632,2733,5299,-788,-2566,0
1853,27107,"Norman County, MN",3199,1730,1384,3261,1264,1699,346,-435,1
1854,27109,"Olmsted County, MN",77951,39338,36832,80129,36268,35668,2506,600,0
1855,27111,"Otter Tail County, MN",31562,12165,18860,32500,9340,20939,-6695,-11599,0
1856,27113,"Pennington County, MN",6493,3024,3304,6715,2147,4000,-280,-1853,0
1857,27115,"Pine County, MN",13904,6750,6845,13811,4580,8191,-95,-3611,0
1858,27117,"Pipestone County, MN",4637,1728,2828,4808,1127,3338,-1100,-2211,0
1859,27119,"Polk County, MN",14644,6773,7615,14796,4712,8979,-842,-4267,0
1860,27121,"Pope County, MN",6224,2981,3142,6319,2106,3793,-161,-1687,0
1861,27123,"Ramsey County, MN",277782,184936,86799,273143,177738,70894,98137,106844,0
1862,27125,"Red Lake County, MN",1963,928,978,1881,540,1141,-50,-601,0
