,FIPS,County_2012,Total Votes_2012,Democrat_2012,Republican_2012,Total Votes_2016,Democrat_2016,Republican_2016,2012,2016,Swap
2765,21027,"Breckinridge County, KY",7967,2825,5025,8774,1960,6484,-2200,-4524,0
2766,21029,"Bullitt County, KY",31775,9971,21306,36069,8255,26210,-11335,-17955,0
2767,21031,"Butler County, KY",5058,1293,3716,5576,947,4428,-2423,-3481,0
2768,21033,"Caldwell County, KY",5860,1852,3904,5975,1260,4507,-2052,-3247,0
2769,21035,"Calloway County, KY",15064,5314,9438,16049,4749,10367,-4124,-5618,0
2770,21037,"Campbell County, KY",40173,15080,24240,42510,14658,25050,-9160,-10392,0
2771,21039,"Carlisle County, KY",2619,750,1835,2601,432,2094,-1085,-1662,0
2772,21041,"Carroll County, KY",3680,1629,1999,3855,1106,2588,-370,-1482,0
2773,21043,"Carter County, KY",8906,3383,5279,10278,2276,7587,-1896,-5311,0
2774,21045,"Casey County, KY",6091,1086,4904,6439,767,5482,-3818,-4715,0
2775,21047,"Christian County, KY",21953,8252,13475,22083,7188,14108,-5223,-6920,0
2776,21049,"Clark County, KY",15410,5228,9931,16205,4706,10710,-4703,-6004,0
2777,21051,"Clay County, KY",7383,1111,6176,6767,752,5861,-5065,-5109,0
2778,21053,"Clinton County, KY",4393,752,3569,4462,547,3809,-2817,-3262,0
2779,21055,"Crittenden County, KY",3854,960,2839,4037,617,3290,-1879,-2673,0
2780,21057,"Cumberland County, KY",2853,599,2216,3066,459,2502,-1617,-2043,0
2781,21059,"Daviess County, KY",42079,16208,25092,45807,14163,28907,-8884,-14744,0
2782,21061,"Edmonson County, KY",4664,1374,3232,5244,979,4135,-1858,-3156,0
2783,21063,"Elliott County, KY",2399,1186,1126,2855,740,2000,60,-1260,1
2784,21065,"Estill County, KY",5184,1356,3749,5545,1108,4236,-2393,-3128,0
2785,21067,"Fayette County, KY",125821,62078,60793,136315,69778,56894,1285,12884,0
2786,21069,"Fleming County, KY",5782,1911,3780,6260,1348,4722,-1869,-3374,0
2787,21071,"Floyd County, KY",14890,4733,9784,16540,4015,11993,-5051,-7978,0
2788,21073,"Franklin County, KY",23337,11535,11345,23865,10717,11819,190,-1102,1
2789,21075,"Fulton County, KY",2481,1022,1425,2382,774,1549,-403,-775,0
2790,21077,"Gallatin County, KY",3060,1238,1758,3338,749,2443,-520,-1694,0
2791,21079,"Garrard County, KY",7077,1661,5310,7623,1453,5904,-3649,-4451,0
2792,21081,"Grant County, KY",8606,2810,5664,9559,1910,7268,-2854,-5358,0
2793,21083,"Graves County, KY",15493,4547,10699,16606,3308,12671,-6152,-9363,0
2794,21085,"Grayson County, KY",9269,2744,6404,10576,1959,8219,-3660,-6260,0
2795,21087,"Green County, KY",4856,1165,3634,5333,832,4372,-2469,-3540,0
2796,21089,"Greenup County, KY",15159,6027,8855,16277,4146,11546,-2828,-7400,0
2797,21091,"Hancock County, KY",4133,1833,2212,4295,1244,2788,-379,-1544,0
2798,21093,"Hardin County, KY",39212,15214,23357,43156,13944,26971,-8143,-13027,0
2799,21095,"Harlan County, KY",10658,1830,8653,10757,1372,9129,-6823,-7757,0
2800,21097,"Harrison County, KY",7163,2471,4556,7781,2031,5435,-2085,-3404,0
2801,21099,"Hart County, KY",6621,2283,4256,7264,1730,5320,-1973,-3590,0
2802,21101,"Henderson County, KY",18614,8091,10296,19710,6707,12159,-2205,-5452,0
2803,21103,"Henry County, KY",6584,2529,3940,7149,1828,4944,-1411,-3116,0
2804,21105,"Hickman County, KY",2139,686,1431,2157,449,1657,-745,-1208,0
2805,21107,"Hopkins County, KY",19765,5789,13681,20345,4310,15277,-7892,-10967,0
2806,21109,"Jackson County, KY",5061,612,4365,5501,482,4889,-3753,-4407,0
2807,21111,"Jefferson County, KY",339500,186164,148415,353099,190836,143768,37749,47068,0
2808,21113,"Jessamine County, KY",20620,6001,14232,23326,6144,15474,-8231,-9330,0
2809,21115,"Johnson County, KY",9035,1723,7095,9572,1250,8043,-5372,-6793,0
2810,21117,"Kenton County, KY",67679,24917,41387,71998,24214,42958,-16470,-18744,0
2811,21119,"Knott County, KY",5693,1420,4130,5763,1245,4357,-2710,-3112,0
2812,21121,"Knox County, KY",11100,2484,8467,12012,1761,9885,-5983,-8124,0
2813,21123,"Larue County, KY",5764,1733,3911,6367,1278,4799,-2178,-3521,0
2814,21125,"Laurel County, KY",22408,3905,18151,24833,3440,20592,-14246,-17152,0
2815,21127,"Lawrence County, KY",5592,1520,3995,6042,1045,4816,-2475,-3771,0
2816,21129,"Lee County, KY",2623,595,1977,2667,444,2151,-1382,-1707,0
2817,21131,"Leslie County, KY",4950,433,4439,4492,400,4015,-4006,-3615,0
2818,21133,"Letcher County, KY",8758,1702,6811,9134,1542,7293,-5109,-5751,0
2819,21135,"Lewis County, KY",4769,1342,3326,5298,785,4363,-1984,-3578,0
2820,21137,"Lincoln County, KY",9152,2582,6416,9561,1865,7338,-3834,-5473,0
2821,21139,"Livingston County, KY",4511,1346,3089,4645,887,3570,-1743,-2683,0
2822,21141,"Logan County, KY",10509,3469,6899,10899,2755,7778,-3430,-5023,0
2823,21143,"Lyon County, KY",3838,1373,2412,3962,1045,2789,-1039,-1744,0
2824,21151,"Madison County, KY",33317,11512,21128,37371,11793,23431,-9616,-11638,0
2825,21153,"Magoffin County, KY",4905,1433,3391,5116,1172,3824,-1958,-2652,0
2826,21155,"Marion County, KY",7316,3418,3800,8111,2679,5122,-382,-2443,0
2827,21157,"Marshall County, KY",15714,5022,10402,16698,3672,12322,-5380,-8650,0
2828,21159,"Martin County, KY",3824,574,3180,3953,363,3503,-2606,-3140,0
2829,21161,"Mason County, KY",6879,2592,4197,7219,1970,4944,-1605,-2974,0
2830,21145,"McCracken County, KY",30540,10062,19979,31307,9134,20774,-9917,-11640,0
2831,21147,"McCreary County, KY",5704,1069,4564,5776,664,5012,-3495,-4348,0
2832,21149,"McLean County, KY",4200,1432,2705,4566,988,3381,-1273,-2393,0
2833,21163,"Meade County, KY",10915,4122,6606,12231,3026,8660,-2484,-5634,0
2834,21165,"Menifee County, KY",2598,1048,1484,2779,700,2010,-436,-1310,0
2835,21167,"Mercer County, KY",9936,2966,6820,10585,2395,7740,-3854,-5345,0
2836,21169,"Metcalfe County, KY",4184,1425,2676,4620,976,3491,-1251,-2515,0
2837,21171,"Monroe County, KY",4746,936,3762,4991,601,4278,-2826,-3677,0
2838,21173,"Montgomery County, KY",10248,3701,6398,11452,3158,7856,-2697,-4698,0
2839,21175,"Morgan County, KY",4472,1369,3021,4775,1006,3628,-1652,-2622,0
2840,21177,"Muhlenberg County, KY",12737,4771,7762,13060,3272,9393,-2991,-6121,0
2841,21179,"Nelson County, KY",18532,7611,10673,20802,6434,13431,-3062,-6997,0
2842,21181,"Nicholas County, KY",2580,948,1583,2841,787,1957,-635,-1170,0
2843,21183,"Ohio County, KY",9646,2987,6470,10398,2080,7942,-3483,-5862,0
2844,21185,"Oldham County, KY",29873,9240,20179,32853,10268,20469,-10939,-10201,0
2845,21187,"Owen County, KY",4555,1501,2971,5001,1062,3745,-1470,-2683,0
2846,21189,"Owsley County, KY",1580,283,1279,1759,256,1474,-996,-1218,0
2847,21191,"Pendleton County, KY",5534,1859,3556,6007,1164,4604,-1697,-3440,0
2848,21193,"Perry County, KY",10240,2047,8040,10572,2136,8158,-5993,-6022,0
2849,21195,"Pike County, KY",23632,5645,17589,24665,4280,19747,-11944,-15467,0
2850,21197,"Powell County, KY",4441,1620,2726,4957,1272,3513,-1106,-2241,0
2851,21199,"Pulaski County, KY",26003,4976,20714,28041,4208,22902,-15738,-18694,0
2852,21201,"Robertson County, KY",935,340,579,1013,222,759,-239,-537,0
2853,21203,"Rockcastle County, KY",6216,1097,5028,6691,915,5609,-3931,-4694,0
2854,21205,"Rowan County, KY",7641,3438,4035,8848,3295,5174,-597,-1879,0
2855,21207,"Russell County, KY",7907,1445,6346,8174,1093,6863,-4901,-5770,0
2856,21209,"Scott County, KY",20565,7532,12679,24200,7715,15052,-5147,-7337,0
2857,21211,"Shelby County, KY",18659,6634,11790,20580,6276,13196,-5156,-6920,0
2858,21213,"Simpson County, KY",7089,2650,4355,7531,2144,5077,-1705,-2933,0
2859,21215,"Spencer County, KY",8431,2549,5726,9515,1921,7196,-3177,-5275,0
2860,21217,"Taylor County, KY",10946,3284,7551,11306,2553,8320,-4267,-5767,0
2861,21219,"Todd County, KY",4718,1403,3247,4779,1042,3612,-1844,-2570,0
2862,21221,"Trigg County, KY",6740,2115,4520,6751,1587,4931,-2405,-3344,0
2863,21223,"Trimble County, KY",3540,1355,2133,3798,879,2771,-778,-1892,0
2864,21225,"Union County, KY",5975,1941,3952,6211,1331,4701,-2011,-3370,0
2865,21227,"Warren County, KY",43889,16805,26384,48454,16966,28673,-9579,-11707,0
2866,21229,"Washington County, KY",5218,1669,3495,5636,1420,4013,-1826,-2593,0
2867,21231,"Wayne County, KY",7210,1855,5289,7992,1431,6371,-3434,-4940,0
2868,21233,"Webster County, KY",5470,1765,3607,5805,1240,4397,-1842,-3157,0
2869,21235,"Whitley County, KY",13068,2683,10232,13774,2067,11312,-7549,-9245,0
2870,21237,"Wolfe County, KY",2559,976,1542,2635,753,1804,-566,-1051,0
2871,21239,"Woodford County, KY",12331,4883,7218,13563,4958,7697,-2335,-2739,0
2872,19001,"Adair County, IA",3959,1788,2110,3811,1133,2461,-322,-1328,0
2873,19003,"Adams County, IA",2158,1018,1103,2106,565,1395,-85,-830,0
2874,19005,"Allamakee County, IA",6824,3511,3230,6923,2421,4093,281,-1672,1
2875,19007,"Appanoose County, IA",6176,2934,3153,6136,1814,4033,-219,-2219,0
2876,19009,"Audubon County, IA",3439,1608,1800,3412,1080,2136,-192,-1056,0
2877,19011,"Benton County, IA",13959,6850,6935,13844,4678,8232,-85,-3554,0
2878,19013,"Black Hawk County, IA",66205,39338,26078,64405,32233,27476,13260,4757,0
2879,19015,"Boone County, IA",14237,7457,6540,14196,5541,7484,917,-1943,1
2880,19017,"Bremer County, IA",13218,6710,6383,13538,5356,7208,327,-1852,1
2881,19019,"Buchanan County, IA",10478,5903,4443,10252,3970,5510,1460,-1540,1
2882,19021,"Buena Vista County, IA",8322,3683,4548,8278,2856,4903,-865,-2047,0
2883,19023,"Butler County, IA",7510,3321,4104,7513,2157,4921,-783,-2764,0
2884,19025,"Calhoun County, IA",5190,2232,2890,5159,1398,3468,-658,-2070,0
2885,19027,"Carroll County, IA",10581,4912,5577,10544,3309,6638,-665,-3329,0
2886,19029,"Cass County, IA",7167,2856,4212,7125,1951,4761,-1356,-2810,0
2887,19031,"Cedar County, IA",9548,4931,4510,9541,3599,5295,421,-1696,1
2888,19033,"Cerro Gordo County, IA",23548,13204,10084,22965,9862,11621,3120,-1759,1
2889,19035,"Cherokee County, IA",6367,2623,3656,6258,1679,4192,-1033,-2513,0
2890,19037,"Chickasaw County, IA",6462,3552,2836,6435,2266,3742,716,-1476,1
2891,19039,"Clarke County, IA",4398,2187,2124,4454,1465,2713,63,-1248,1
2892,19041,"Clay County, IA",8400,3363,4934,8617,2249,5877,-1571,-3628,0
2893,19043,"Clayton County, IA",9035,4768,4146,9129,3237,5317,622,-2080,1
2894,19045,"Clinton County, IA",24873,15123,9423,23067,10095,11276,5700,-1181,1
2895,19047,"Crawford County, IA",6686,3035,3584,6935,1991,4617,-549,-2626,0
2896,19049,"Dallas County, IA",37799,16466,20921,38252,15701,19339,-4455,-3638,0
2897,19051,"Davis County, IA",3738,1518,2133,3882,977,2723,-615,-1746,0
2898,19053,"Decatur County, IA",3812,1790,1945,3734,1201,2296,-155,-1095,0
2899,19055,"Delaware County, IA",9323,4605,4628,9241,2957,5694,-23,-2737,0
2900,19057,"Des Moines County, IA",20264,11873,8130,19103,8212,9529,3743,-1317,1
2901,19059,"Dickinson County, IA",10118,4088,5911,10354,3056,6753,-1823,-3697,0
2902,19061,"Dubuque County, IA",50516,28600,21265,49721,22850,23460,7335,-610,1
2903,19063,"Emmet County, IA",4646,2087,2499,4753,1357,3124,-412,-1767,0
2904,19065,"Fayette County, IA",10309,5709,4484,9975,3689,5620,1225,-1931,1
2905,19067,"Floyd County, IA",8228,4674,3466,8060,3179,4375,1208,-1196,1
2906,19069,"Franklin County, IA",5133,2256,2818,4968,1493,3163,-562,-1670,0
2907,19071,"Fremont County, IA",3655,1636,1971,3595,963,2407,-335,-1444,0
2908,19073,"Greene County, IA",4804,2369,2373,4821,1691,2820,-4,-1129,0
2909,19075,"Grundy County, IA",6890,2615,4205,6872,1856,4527,-1590,-2671,0
2910,19077,"Guthrie County, IA",5843,2565,3164,5750,1732,3628,-599,-1896,0
2911,19079,"Hamilton County, IA",7872,3776,3986,7694,2726,4463,-210,-1737,0
2912,19081,"Hancock County, IA",5881,2506,3306,5871,1587,3977,-800,-2390,0
2913,19083,"Hardin County, IA",8775,4021,4647,8533,2787,5254,-626,-2467,0
2914,19085,"Harrison County, IA",7282,3131,4059,7465,2131,4902,-928,-2771,0
2915,19087,"Henry County, IA",9613,4451,5025,9404,2904,5779,-574,-2875,0
2916,19089,"Howard County, IA",4625,2767,1793,4559,1677,2611,974,-934,1
2917,19091,"Humboldt County, IA",5124,1967,3099,5087,1252,3568,-1132,-2316,0
2918,19093,"Ida County, IA",3626,1317,2276,3612,792,2655,-959,-1863,0
2919,19095,"Iowa County, IA",8788,4118,4551,8904,3084,5205,-433,-2121,0
2920,19097,"Jackson County, IA",10166,5877,4171,10310,3837,5824,1706,-1987,1
2921,19099,"Jasper County, IA",19385,10240,8868,19034,7109,10560,1372,-3451,1
2922,19101,"Jefferson County, IA",8405,4772,3429,8156,3710,3748,1343,-38,1
2923,19103,"Johnson County, IA",74928,50090,23556,76940,50200,21044,26534,29156,0
2924,19105,"Jones County, IA",10371,5514,4712,10133,3787,5720,802,-1933,1
2925,19107,"Keokuk County, IA",5221,2298,2840,4985,1342,3390,-542,-2048,0
2926,19109,"Kossuth County, IA",8833,3824,4914,8607,2543,5653,-1090,-3110,0
2927,19111,"Lee County, IA",16488,9428,6787,16151,6215,8803,2641,-2588,1
2928,19113,"Linn County, IA",117122,68028,47427,117098,58935,48390,20601,10545,0
2929,19115,"Louisa County, IA",4921,2449,2416,5008,1648,3069,33,-1421,1
2930,19117,"Lucas County, IA",4273,1977,2248,4354,1239,2877,-271,-1638,0
2931,19119,"Lyon County, IA",6466,1416,4965,6377,920,5192,-3549,-4272,0
2932,19121,"Madison County, IA",8140,3508,4492,8636,2678,5360,-984,-2682,0
2933,19123,"Mahaska County, IA",10777,4207,6420,10632,2619,7432,-2213,-4813,0
2934,19125,"Marion County, IA",17536,7478,9810,17816,5482,10962,-2332,-5480,0
2935,19127,"Marshall County, IA",18727,10085,8411,17980,7652,9146,1674,-1494,1
2936,19129,"Mills County, IA",7169,2842,4211,7698,2090,5067,-1369,-2977,0
2937,19131,"Mitchell County, IA",5580,2831,2643,5417,1888,3190,188,-1302,1
2938,19133,"Monona County, IA",4707,2098,2555,4572,1247,3120,-457,-1873,0
2939,19135,"Monroe County, IA",3802,1729,2022,3865,1056,2638,-293,-1582,0
2940,19137,"Montgomery County, IA",5000,1919,2999,5044,1314,3436,-1080,-2122,0
2941,19139,"Muscatine County, IA",19726,11213,8152,19434,8368,9584,3061,-1216,1
2942,19141,"O'Brien County, IA",7295,1964,5259,7406,1315,5752,-3295,-4437,0
2943,19143,"Osceola County, IA",3179,909,2225,3213,552,2531,-1316,-1979,0
2944,19145,"Page County, IA",7014,2588,4338,7044,1807,4893,-1750,-3086,0
2945,19147,"Palo Alto County, IA",4857,2124,2649,4703,1398,3081,-525,-1683,0
2946,19149,"Plymouth County, IA",12909,4148,8577,13190,2885,9680,-4429,-6795,0
2947,19151,"Pocahontas County, IA",3992,1518,2388,3865,963,2702,-870,-1739,0
2948,19153,"Polk County, IA",227563,128264,96029,231555,119804,93492,32235,26312,0
2949,19155,"Pottawattamie County, IA",41679,19347,21751,42680,15355,24447,-2404,-9092,0
2950,19157,"Poweshiek County, IA",9858,5307,4409,9833,4304,4946,898,-642,1
2951,19159,"Ringgold County, IA",2578,1181,1366,2707,753,1824,-185,-1071,0
2952,19161,"Sac County, IA",5256,2117,3086,5212,1270,3703,-969,-2433,0
2953,19163,"Scott County, IA",89826,50581,38223,86220,40440,39149,12358,1291,0
2954,19165,"Shelby County, IA",6456,2468,3903,6370,1662,4362,-1435,-2700,0
2955,19167,"Sioux County, IA",17181,2683,14361,18194,2300,14785,-11678,-12485,0
2956,19169,"Story County, IA",46529,25940,19557,50667,25709,19458,6383,6251,0
2957,19171,"Tama County, IA",8930,4737,4076,8752,3196,4971,661,-1775,1
2958,19173,"Taylor County, IA",2978,1261,1680,3029,758,2111,-419,-1353,0
2959,19175,"Union County, IA",5899,3029,2800,5832,1922,3525,229,-1603,1
2960,19177,"Van Buren County, IA",3540,1398,2058,3561,845,2527,-660,-1682,0
2961,19179,"Wapello County, IA",15630,8616,6777,15149,5594,8715,1839,-3121,1
2962,19181,"Warren County, IA",25875,12521,13031,27300,10411,14814,-510,-4403,0
2963,19183,"Washington County, IA",10880,5081,5540,10929,3943,6173,-459,-2230,0
2964,19185,"Wayne County, IA",2886,1251,1583,2940,719,2069,-332,-1350,0
2965,19187,"Webster County, IA",18118,9458,8453,17430,6305,10056,1005,-3751,1
2966,19189,"Winnebago County, IA",5878,2895,2897,5787,1931,3447,-2,-1516,0
2967,19191,"Winneshiek County, IA",11016,6245,4618,11362,5254,5344,1627,-90,1
2968,19193,"Woodbury County, IA",44702,22026,22136,43718,16210,24727,-110,-8517,0
2969,19195,"Worth County, IA",4143,2343,1743,4257,1530,2453,600,-923,1
2970,19197,"Wright County, IA",6174,2794,3309,6026,1896,3800,-515,-1904,0
2971,56001,"Albany County, WY",16052,7445,7851,17060,6890,7602,-406,-712,0
2972,56003,"Big Horn County, WY",5262,868,4269,5317,604,4067,-3401,-3463,0
2973,56005,"Campbell County, WY",17477,2163,14952,18199,1324,15778,-12789,-14454,0
2974,56007,"Carbon County, WY",6461,2109,4152,6374,1279,4409,-2043,-3130,0
2975,56009,"Converse County, WY",6287,1089,5043,6654,668,5520,-3954,-4852,0
2976,56011,"Crook County, WY",3657,426,3109,3826,273,3348,-2683,-3075,0
2977,56013,"Fremont County, WY",16817,5333,11072,17023,4200,11167,-5739,-6967,0
2978,56015,"Goshen County, WY",5758,1458,4178,5796,924,4418,-2720,-3494,0
2979,56017,"Hot Springs County, WY",2495,523,1894,2586,400,1939,-1371,-1539,0
2980,56019,"Johnson County, WY",4217,749,3362,4417,638,3477,-2613,-2839,0
2981,56021,"Laramie County, WY",38057,13807,23247,40969,11573,24847,-9440,-13274,0
2982,56023,"Lincoln County, WY",8573,1287,7144,8875,1105,6779,-5857,-5674,0
2983,56025,"Natrona County, WY",32057,8960,22129,33348,6577,23552,-13169,-16975,0
2984,56027,"Niobrara County, WY",1268,200,1022,1314,115,1116,-822,-1001,0
2985,56029,"Park County, WY",14492,2927,11234,15095,2535,11115,-8307,-8580,0
2986,56031,"Platte County, WY",4500,1223,3136,4529,719,3437,-1913,-2718,0
2987,56033,"Sheridan County, WY",14225,3618,10267,14510,2927,10266,-6649,-7339,0
2988,56035,"Sublette County, WY",4337,767,3472,4390,644,3409,-2705,-2765,0
2989,56037,"Sweetwater County, WY",16750,4773,11427,17130,3231,12154,-6654,-8923,0
2990,56039,"Teton County, WY",11356,6211,4858,12627,7314,3921,1353,3393,0
2991,56041,"Uinta County, WY",8453,1628,6613,8470,1202,6154,-4985,-4952,0
2992,56043,"Washakie County, WY",3911,794,3013,3814,532,2911,-2219,-2379,0
2993,56045,"Weston County, WY",3323,422,2821,3526,299,3033,-2399,-2734,0
2994,22001,"Acadia Parish, LA",26834,6559,19931,27389,5638,21162,-13372,-15524,0
2995,22003,"Allen Parish, LA",9306,2616,6495,9245,2106,6867,-3879,-4761,0
2996,22005,"Ascension Parish, LA",51056,16343,33846,54678,16476,36143,-17503,-19667,0
2997,22007,"Assumption Parish, LA",10991,4754,6082,10904,3931,6714,-1328,-2783,0
2998,22009,"Avoyelles Parish, LA",17027,6075,10667,16586,5035,11165,-4592,-6130,0
2999,22011,"Beauregard Parish, LA",14223,2827,11111,15078,2393,12238,-8284,-9845,0
3000,22013,"Bienville Parish, LA",7203,3490,3641,7005,3129,3756,-151,-627,0
3001,22015,"Bossier Parish, LA",48559,12955,34986,49848,12641,35474,-22031,-22833,0
3002,22017,"Caddo Parish, LA",111516,57879,52378,105804,53483,49006,5501,4477,0
3003,22019,"Calcasieu Parish, LA",81718,28357,51844,83785,26296,54191,-23487,-27895,0
3004,22021,"Caldwell Parish, LA",4716,1016,3640,4692,788,3822,-2624,-3034,0
3005,22023,"Cameron Parish, LA",3744,408,3260,3692,323,3256,-2852,-2933,0
3006,22025,"Catahoula Parish, LA",4193,1408,2744,4856,1322,3479,-1336,-2157,0
3007,22027,"Claiborne Parish, LA",6732,3014,3649,6421,2717,3585,-635,-868,0
3008,22029,"Concordia Parish, LA",9380,3833,5450,8872,3272,5477,-1617,-2205,0
3009,22031,"De Soto Parish, LA",13050,5552,7353,13500,5165,8068,-1801,-2903,0
3010,22033,"East Baton Rouge Parish, LA",197912,102460,92235,196491,102828,84660,10225,18168,0
3011,22035,"East Carroll Parish, LA",3384,2244,1122,2939,1838,1059,1122,779,0
3012,22037,"East Feliciana Parish, LA",10209,4648,5397,10042,4235,5569,-749,-1334,0
3013,22039,"Evangeline Parish, LA",15765,5330,10176,14882,4208,10360,-4846,-6152,0
3014,22041,"Franklin Parish, LA",9336,2921,6294,9162,2506,6514,-3373,-4008,0
3015,22043,"Grant Parish, LA",8666,1421,7082,8821,1181,7408,-5661,-6227,0
3016,22045,"Iberia Parish, LA",33392,12129,20890,32454,10698,20903,-8761,-10205,0
3017,22047,"Iberville Parish, LA",17014,9548,7271,16043,8324,7320,2277,1004,0
3018,22049,"Jackson Parish, LA",7529,2305,5132,7464,2139,5169,-2827,-3030,0
3019,22053,"Jefferson Davis Parish, LA",13733,3483,10014,14277,3080,10775,-6531,-7695,0
3020,22051,"Jefferson Parish, LA",175733,70000,102325,181639,73670,100398,-32325,-26728,0
3021,22055,"Lafayette Parish, LA",98637,31766,64989,105603,32726,68195,-33223,-35469,0
3022,22057,"Lafourche Parish, LA",38725,9543,28332,41645,8423,31959,-18789,-23536,0
3023,22059,"La Salle Parish, LA",6572,764,5726,6569,605,5836,-4962,-5231,0
3024,22061,"Lincoln Parish, LA",18974,7947,10731,18669,7107,10761,-2784,-3654,0
3025,22063,"Livingston Parish, LA",54033,7448,45488,57730,6950,48824,-38040,-41874,0
